,Shabda,Varga
2859,antaḥpura,puravargaḥ
2860,śuddhānta,puravargaḥ
2861,avarodhana,puravargaḥ
2862,aṭṭa,puravargaḥ
2863,kṣauma,puravargaḥ
2864,praghāṇa,puravargaḥ
2865,praghaṇa,puravargaḥ
2866,alinda,puravargaḥ
2867,gṛhāvagrahaṇī,puravargaḥ
2868,dehalī,puravargaḥ
2869,aṅgaṇa,puravargaḥ
2870,catvara,puravargaḥ
2871,ajira,puravargaḥ
2872,śilā,puravargaḥ
2873,nāsā,puravargaḥ
2874,pracchanna,puravargaḥ
2875,antardvāra,puravargaḥ
2876,pakṣadvāra,puravargaḥ
2877,pakṣaka,puravargaḥ
2878,valīka,puravargaḥ
2879,nīdhra,puravargaḥ
2880,paṭalaprānta,puravargaḥ
2881,paṭala,puravargaḥ
2882,chadis,puravargaḥ
2883,gopānasī,puravargaḥ
2884,valabhī,puravargaḥ
2885,kapotapālikā,puravargaḥ
2886,viṭaṅka,puravargaḥ
2887,dvā,puravargaḥ
2888,dvāra,puravargaḥ
2889,pratīhāra,puravargaḥ
2890,vitardi,puravargaḥ
2891,vedikā,puravargaḥ
2892,toraṇa,puravargaḥ
2893,bahirdvāra,puravargaḥ
2894,puradvāra,puravargaḥ
2895,gopura,puravargaḥ
2896,hastinakha,puravargaḥ
2897,kapāṭa,puravargaḥ
2898,arara,puravargaḥ
2899,argala,puravargaḥ
2900,ārohaṇa,puravargaḥ
2901,sopāna,puravargaḥ
2902,niḥśreṇi,puravargaḥ
2903,adhirohiṇī,puravargaḥ
2904,sammārjanī,puravargaḥ
2905,śodhanī,puravargaḥ
2906,saṅkara,puravargaḥ
2907,avakara,puravargaḥ
2908,mukha,puravargaḥ
2909,niḥsaraṇa,puravargaḥ
2910,saṃniveśa,puravargaḥ
2911,nikarṣaṇa,puravargaḥ
2912,saṃvasatha,puravargaḥ
2913,grāma,puravargaḥ
2914,veśmabhū,puravargaḥ
2915,vāstu,puravargaḥ
2916,grāmānta,puravargaḥ
2917,upaśalya,puravargaḥ
2918,sīmā,puravargaḥ
2919,sīman,puravargaḥ
2920,ghoṣa,puravargaḥ
2921,ābhīrapallī,puravargaḥ
2922,pakkaṇa,puravargaḥ
2923,śabarālaya,puravargaḥ
2924,mahīdhra,śailavargaḥ
2925,śikharin,śailavargaḥ
2926,kṣmābhṛt,śailavargaḥ
2927,ahārya,śailavargaḥ
2928,dhara,śailavargaḥ
2929,parvata,śailavargaḥ
2930,adri,śailavargaḥ
2931,gotra,śailavargaḥ
2932,giri,śailavargaḥ
2933,grāvan,śailavargaḥ
2934,acala,śailavargaḥ
2935,śaila,śailavargaḥ
2936,śiloccaya,śailavargaḥ
2937,lokāloka,śailavargaḥ
2938,cakravāla,śailavargaḥ
2939,trikūṭa,śailavargaḥ
2940,trikakud,śailavargaḥ
2941,asta,śailavargaḥ
2942,caramakṣmābhṛt,śailavargaḥ
2943,udaya,śailavargaḥ
2944,pūrvaparvata,śailavargaḥ
2945,himavat,śailavargaḥ
2946,niṣadha,śailavargaḥ
2947,vindhya,śailavargaḥ
2948,mālyavat,śailavargaḥ
2949,pariyātraka,śailavargaḥ
2950,gandhamādana,śailavargaḥ
2951,hemakūṭa,śailavargaḥ
2952,pāṣāṇa,śailavargaḥ
2953,prastara,śailavargaḥ
2954,grāvan,śailavargaḥ
2955,upala,śailavargaḥ
2956,aśman,śailavargaḥ
2957,śilā,śailavargaḥ
2958,dṛṣad,śailavargaḥ
2959,kūṭa,śailavargaḥ
2960,śikhara,śailavargaḥ
2961,śṛṅga,śailavargaḥ
2962,prapāta,śailavargaḥ
2963,ataṭa,śailavargaḥ
2964,bhṛgu,śailavargaḥ
2965,kaṭaka,śailavargaḥ
2966,snu,śailavargaḥ
2967,prastha,śailavargaḥ
2968,sānu,śailavargaḥ
2969,utsa,śailavargaḥ
2970,prasravaṇa,śailavargaḥ
2971,vāripravāha,śailavargaḥ
2972,nirjhara,śailavargaḥ
2973,jhara,śailavargaḥ
2974,darī,śailavargaḥ
2975,kandara,śailavargaḥ
2976,devakhāta,śailavargaḥ
2977,bila,śailavargaḥ
2978,guhā,śailavargaḥ
2979,gahvara,śailavargaḥ
2980,gaṇḍaśaila,śailavargaḥ
2981,dantaka,śailavargaḥ
2982,khani,śailavargaḥ
2983,ākara,śailavargaḥ
2984,pāda,śailavargaḥ
2985,pratyantaparvata,śailavargaḥ
2986,upatyakā,śailavargaḥ
2987,dhātu,śailavargaḥ
2988,gairika,śailavargaḥ
2989,nikuñja,śailavargaḥ
2990,kuñja,śailavargaḥ
2991,aṭavī,vanauṣadhivargaḥ
2992,araṇya,vanauṣadhivargaḥ
2993,vipina,vanauṣadhivargaḥ
2994,gahana,vanauṣadhivargaḥ
2995,kānana,vanauṣadhivargaḥ
2996,vana,vanauṣadhivargaḥ
2997,mahāraṇya,vanauṣadhivargaḥ
2998,araṇyānī,vanauṣadhivargaḥ
2999,gṛhārāma,vanauṣadhivargaḥ
3000,niṣkuṭa,vanauṣadhivargaḥ
3001,ārāma,vanauṣadhivargaḥ
3002,upavana,vanauṣadhivargaḥ
3003,vṛkṣavāṭikā,vanauṣadhivargaḥ
3004,ākrīḍa,vanauṣadhivargaḥ
3005,udyāna,vanauṣadhivargaḥ
3006,pramadavana,vanauṣadhivargaḥ
3007,vīthi,vanauṣadhivargaḥ
3008,āli,vanauṣadhivargaḥ
3009,āvali,vanauṣadhivargaḥ
3010,paṅkti,vanauṣadhivargaḥ
3011,śreṇī,vanauṣadhivargaḥ
3012,lekhā,vanauṣadhivargaḥ
3013,rāji,vanauṣadhivargaḥ
3014,vanyā,vanauṣadhivargaḥ
3015,aṅkura,vanauṣadhivargaḥ
3016,abhinavodbhid,vanauṣadhivargaḥ
3017,vṛkṣa,vanauṣadhivargaḥ
3018,mahīruha,vanauṣadhivargaḥ
3019,śākhin,vanauṣadhivargaḥ
3020,viṭapin,vanauṣadhivargaḥ
3021,pādapa,vanauṣadhivargaḥ
3022,taru,vanauṣadhivargaḥ
3023,anokaha,vanauṣadhivargaḥ
3024,kuṭa,vanauṣadhivargaḥ
3025,śāla,vanauṣadhivargaḥ
3026,palāśin,vanauṣadhivargaḥ
3027,drudruma,vanauṣadhivargaḥ
3028,agama,vanauṣadhivargaḥ
3029,vānaspatya,vanauṣadhivargaḥ
3030,vanaspati,vanauṣadhivargaḥ
3031,oṣadhi,vanauṣadhivargaḥ
3032,avandhya,vanauṣadhivargaḥ
3033,phalegrahi,vanauṣadhivargaḥ
3034,vandhya,vanauṣadhivargaḥ
3035,aphala,vanauṣadhivargaḥ
3036,avakeśin,vanauṣadhivargaḥ
3037,phalavat,vanauṣadhivargaḥ
3038,phalin,vanauṣadhivargaḥ
3039,phalī,vanauṣadhivargaḥ
3040,praphulla,vanauṣadhivargaḥ
3041,utphulla,vanauṣadhivargaḥ
3042,samphulla,vanauṣadhivargaḥ
3043,vyākośa,vanauṣadhivargaḥ
3044,vikaca,vanauṣadhivargaḥ
3045,sphuṭa,vanauṣadhivargaḥ
3046,phulla,vanauṣadhivargaḥ
3047,vikasita,vanauṣadhivargaḥ
3048,sthāṇu,vanauṣadhivargaḥ
3049,dhruva,vanauṣadhivargaḥ
3050,śaṅku,vanauṣadhivargaḥ
3051,kṣupa,vanauṣadhivargaḥ
3052,stamba,vanauṣadhivargaḥ
3053,gulma,vanauṣadhivargaḥ
3054,vallī,vanauṣadhivargaḥ
3055,vratati,vanauṣadhivargaḥ
3056,latā,vanauṣadhivargaḥ
3057,vīrudh,vanauṣadhivargaḥ
3058,gulminī,vanauṣadhivargaḥ
3059,ulapa,vanauṣadhivargaḥ
3060,ucchrāya,vanauṣadhivargaḥ
3061,utsedha,vanauṣadhivargaḥ
3062,ucchraya,vanauṣadhivargaḥ
3063,prakāṇḍa,vanauṣadhivargaḥ
3064,skandha,vanauṣadhivargaḥ
3065,śākhā,vanauṣadhivargaḥ
3066,latā,vanauṣadhivargaḥ
3067,skandhaśākhā,vanauṣadhivargaḥ
3068,śālā,vanauṣadhivargaḥ
3069,śiphā,vanauṣadhivargaḥ
3070,jaṭā,vanauṣadhivargaḥ
3071,avaroha,vanauṣadhivargaḥ
3072,avaroha,vanauṣadhivargaḥ
3073,śiras,vanauṣadhivargaḥ
3074,agra,vanauṣadhivargaḥ
3075,śikhara,vanauṣadhivargaḥ
3076,mūla,vanauṣadhivargaḥ
3077,budhna,vanauṣadhivargaḥ
3078,aṅghrināmaka,vanauṣadhivargaḥ
3079,sāra,vanauṣadhivargaḥ
3080,majjan,vanauṣadhivargaḥ
3081,nari,vanauṣadhivargaḥ
3082,tvac,vanauṣadhivargaḥ
3083,valka,vanauṣadhivargaḥ
3084,valkala,vanauṣadhivargaḥ
3085,kāṣṭha,vanauṣadhivargaḥ
3086,dāru,vanauṣadhivargaḥ
3087,indhana,vanauṣadhivargaḥ
3088,edha,vanauṣadhivargaḥ
3089,idhma,vanauṣadhivargaḥ
3090,edha,vanauṣadhivargaḥ
3091,samit,vanauṣadhivargaḥ
3092,niṣkuha,vanauṣadhivargaḥ
3093,koṭara,vanauṣadhivargaḥ
3094,vallari,vanauṣadhivargaḥ
3095,mañjari,vanauṣadhivargaḥ
3096,patra,vanauṣadhivargaḥ
3097,palāśa,vanauṣadhivargaḥ
3098,chadana,vanauṣadhivargaḥ
3099,dala,vanauṣadhivargaḥ
3100,parṇa,vanauṣadhivargaḥ
3101,chada,vanauṣadhivargaḥ
3102,pallava,vanauṣadhivargaḥ
3103,kisalaya,vanauṣadhivargaḥ
3104,vistāra,vanauṣadhivargaḥ
3105,viṭapa,vanauṣadhivargaḥ
3106,phala,vanauṣadhivargaḥ
3107,sasya,vanauṣadhivargaḥ
3108,vṛnta,vanauṣadhivargaḥ
3109,prasavabandhana,vanauṣadhivargaḥ
3110,śalāṭu,vanauṣadhivargaḥ
3111,vāna,vanauṣadhivargaḥ
3112,kṣāraka,vanauṣadhivargaḥ
3113,jālaka,vanauṣadhivargaḥ
3114,kalikā,vanauṣadhivargaḥ
3115,koraka,vanauṣadhivargaḥ
3116,gucchaka,vanauṣadhivargaḥ
3117,stabaka,vanauṣadhivargaḥ
3118,kuṭmala,vanauṣadhivargaḥ
3119,mukula,vanauṣadhivargaḥ
3120,sumanas,vanauṣadhivargaḥ
3121,puṣpa,vanauṣadhivargaḥ
3122,prasūna,vanauṣadhivargaḥ
3123,kusuma,vanauṣadhivargaḥ
3124,suma,vanauṣadhivargaḥ
3125,makaranda,vanauṣadhivargaḥ
3126,puṣparasa,vanauṣadhivargaḥ
3127,parāga,vanauṣadhivargaḥ
3128,sumanoraja,vanauṣadhivargaḥ
3129,harītakī,vanauṣadhivargaḥ
3130,āśvattha,vanauṣadhivargaḥ
3131,vaiṇava,vanauṣadhivargaḥ
3132,plākṣa,vanauṣadhivargaḥ
3133,naiyagrodha,vanauṣadhivargaḥ
3134,aiṅguda,vanauṣadhivargaḥ
3135,bārhata,vanauṣadhivargaḥ
3136,jambū,vanauṣadhivargaḥ
3137,jambu,vanauṣadhivargaḥ
3138,jāmbava,vanauṣadhivargaḥ
3139,pāṭalā,vanauṣadhivargaḥ
3140,bodhidruma,vanauṣadhivargaḥ
3141,caladala,vanauṣadhivargaḥ
3142,pippala,vanauṣadhivargaḥ
3143,kuñjarāśana,vanauṣadhivargaḥ
3144,aśvattha,vanauṣadhivargaḥ
3145,kapittha,vanauṣadhivargaḥ
3146,dadhittha,vanauṣadhivargaḥ
3147,grāhin,vanauṣadhivargaḥ
3148,manmatha,vanauṣadhivargaḥ
3149,dadhiphala,vanauṣadhivargaḥ
3150,puṣpaphala,vanauṣadhivargaḥ
3151,dantaśaṭha,vanauṣadhivargaḥ
3152,udumbara,vanauṣadhivargaḥ
3153,jantuphala,vanauṣadhivargaḥ
3154,yajñāṅga,vanauṣadhivargaḥ
3155,hemadugdhaka,vanauṣadhivargaḥ
3156,kovidāra,vanauṣadhivargaḥ
3157,camarika,vanauṣadhivargaḥ
3158,kuddāla,vanauṣadhivargaḥ
3159,yugapatraka,vanauṣadhivargaḥ
3160,saptaparṇa,vanauṣadhivargaḥ
3161,viśālatvac,vanauṣadhivargaḥ
3162,śārada,vanauṣadhivargaḥ
3163,viṣamacchada,vanauṣadhivargaḥ
3164,āragvadha,vanauṣadhivargaḥ
3165,rājavṛkṣa,vanauṣadhivargaḥ
3166,sampāka,vanauṣadhivargaḥ
3167,caturaṅgula,vanauṣadhivargaḥ
3168,ārevata,vanauṣadhivargaḥ
3169,vyādhighāta,vanauṣadhivargaḥ
3170,kṛtamāla,vanauṣadhivargaḥ
3171,suvarṇaka,vanauṣadhivargaḥ
3172,jambīra,vanauṣadhivargaḥ
3173,dantaśaṭha,vanauṣadhivargaḥ
3174,jambha,vanauṣadhivargaḥ
3175,jambhīra,vanauṣadhivargaḥ
3176,jambhala,vanauṣadhivargaḥ
3177,varuṇa,vanauṣadhivargaḥ
3178,varaṇa,vanauṣadhivargaḥ
3179,setu,vanauṣadhivargaḥ
3180,tiktaśāka,vanauṣadhivargaḥ
3181,kumāraka,vanauṣadhivargaḥ
3182,puṃnāga,vanauṣadhivargaḥ
3183,puruṣa,vanauṣadhivargaḥ
3184,tuṅga,vanauṣadhivargaḥ
3185,kesara,vanauṣadhivargaḥ
3186,devavallabha,vanauṣadhivargaḥ
3187,pāribhadra,vanauṣadhivargaḥ
3188,nimbataru,vanauṣadhivargaḥ
3189,mandāra,vanauṣadhivargaḥ
3190,pārijātaka,vanauṣadhivargaḥ
3191,tiniśa,vanauṣadhivargaḥ
3192,syandana,vanauṣadhivargaḥ
3193,nemin,vanauṣadhivargaḥ
3194,rathadru,vanauṣadhivargaḥ
3195,atimuktaka,vanauṣadhivargaḥ
3196,vañjula,vanauṣadhivargaḥ
3197,citrakṛt,vanauṣadhivargaḥ
3198,pītana,vanauṣadhivargaḥ
3199,kapītana,vanauṣadhivargaḥ
3200,āmrātaka,vanauṣadhivargaḥ
3201,madhūka,vanauṣadhivargaḥ
3202,guḍapuṣpa,vanauṣadhivargaḥ
3203,madhudruma,vanauṣadhivargaḥ
3204,vānaprastha,vanauṣadhivargaḥ
3205,madhuṣṭhīla,vanauṣadhivargaḥ
3206,madhūlaka,vanauṣadhivargaḥ
3207,pīlu,vanauṣadhivargaḥ
3208,guḍaphala,vanauṣadhivargaḥ
3209,sraṃsin,vanauṣadhivargaḥ
3210,akṣoṭa,vanauṣadhivargaḥ
3211,kandarāla,vanauṣadhivargaḥ
3212,aṅkoṭa,vanauṣadhivargaḥ
3213,nikocaka,vanauṣadhivargaḥ
3214,palāśa,vanauṣadhivargaḥ
3215,kiṃśuka,vanauṣadhivargaḥ
3216,parṇa,vanauṣadhivargaḥ
3217,vātapotha,vanauṣadhivargaḥ
3218,vetasa,vanauṣadhivargaḥ
3219,ratha,vanauṣadhivargaḥ
3220,abhrapuṣpa,vanauṣadhivargaḥ
3221,vidula,vanauṣadhivargaḥ
3222,śīta,vanauṣadhivargaḥ
3223,vānīra,vanauṣadhivargaḥ
3224,vañjula,vanauṣadhivargaḥ
3225,parivyādha,vanauṣadhivargaḥ
3226,vidula,vanauṣadhivargaḥ
3227,nādeyī,vanauṣadhivargaḥ
3228,ambuvetasa,vanauṣadhivargaḥ
3229,śobhāñjana,vanauṣadhivargaḥ
3230,śigru,vanauṣadhivargaḥ
3231,tīkṣṇagandhaka,vanauṣadhivargaḥ
3232,ākṣīva,vanauṣadhivargaḥ
3233,mocaka,vanauṣadhivargaḥ
3234,madhuśigru,vanauṣadhivargaḥ
3235,ariṣṭa,vanauṣadhivargaḥ
3236,phenila,vanauṣadhivargaḥ
3237,bilva,vanauṣadhivargaḥ
3238,śāṇḍilya,vanauṣadhivargaḥ
3239,śailūṣa,vanauṣadhivargaḥ
3240,mālūra,vanauṣadhivargaḥ
3241,śrīphala,vanauṣadhivargaḥ
3242,plakṣa,vanauṣadhivargaḥ
3243,jaṭin,vanauṣadhivargaḥ
3244,parkaṭi,vanauṣadhivargaḥ
3245,nyagrodha,vanauṣadhivargaḥ
3246,bahupād,vanauṣadhivargaḥ
3247,vaṭa,vanauṣadhivargaḥ
3248,gālava,vanauṣadhivargaḥ
3249,śābara,vanauṣadhivargaḥ
3250,lodhra,vanauṣadhivargaḥ
3251,tirīṭa,vanauṣadhivargaḥ
3252,tilva,vanauṣadhivargaḥ
3253,mārjana,vanauṣadhivargaḥ
3254,āmra,vanauṣadhivargaḥ
3255,cūta,vanauṣadhivargaḥ
3256,rasāla,vanauṣadhivargaḥ
3257,sahakāra,vanauṣadhivargaḥ
3258,kumbha,vanauṣadhivargaḥ
3259,ulūkhalaka,vanauṣadhivargaḥ
3260,kauśika,vanauṣadhivargaḥ
3261,guggulu,vanauṣadhivargaḥ
3262,pura,vanauṣadhivargaḥ
3263,śelu,vanauṣadhivargaḥ
3264,śleṣmātaka,vanauṣadhivargaḥ
3265,śīta,vanauṣadhivargaḥ
3266,uddāla,vanauṣadhivargaḥ
3267,bahuvāraka,vanauṣadhivargaḥ
3268,rājādana,vanauṣadhivargaḥ
3269,priyāla,vanauṣadhivargaḥ
3270,sannakadru,vanauṣadhivargaḥ
3271,dhanuṣpaṭa,vanauṣadhivargaḥ
3272,gambhārī,vanauṣadhivargaḥ
3273,sarvatobhadrā,vanauṣadhivargaḥ
3274,kāśmarī,vanauṣadhivargaḥ
3275,madhuparṇikā,vanauṣadhivargaḥ
3276,śrīparṇī,vanauṣadhivargaḥ
3277,bhadraparṇī,vanauṣadhivargaḥ
3278,kāśmarya,vanauṣadhivargaḥ
3279,karkandhū,vanauṣadhivargaḥ
3280,badarī,vanauṣadhivargaḥ
3281,kolī,vanauṣadhivargaḥ
3282,kola,vanauṣadhivargaḥ
3283,kuvala,vanauṣadhivargaḥ
3284,phenila,vanauṣadhivargaḥ
3285,sauvīra,vanauṣadhivargaḥ
3286,badara,vanauṣadhivargaḥ
3287,ghoṇṭā,vanauṣadhivargaḥ
3288,svādukaṇṭaka,vanauṣadhivargaḥ
3289,vikaṅkata,vanauṣadhivargaḥ
3290,śruvāvṛkṣa,vanauṣadhivargaḥ
3291,granthila,vanauṣadhivargaḥ
3292,vyāghrapād,vanauṣadhivargaḥ
3293,airāvata,vanauṣadhivargaḥ
3294,nāgaraṅga,vanauṣadhivargaḥ
3295,nādeyī,vanauṣadhivargaḥ
3296,bhūmijambukā,vanauṣadhivargaḥ
3297,tinduka,vanauṣadhivargaḥ
3298,sphūrjaka,vanauṣadhivargaḥ
3299,kālaskandha,vanauṣadhivargaḥ
3300,śitisāraka,vanauṣadhivargaḥ
3301,kākendu,vanauṣadhivargaḥ
3302,kulaka,vanauṣadhivargaḥ
3303,kākatinduka,vanauṣadhivargaḥ
3304,kākapīluka,vanauṣadhivargaḥ
3305,golīḍha,vanauṣadhivargaḥ
3306,jhāṭala,vanauṣadhivargaḥ
3307,ghaṇṭāpāṭali,vanauṣadhivargaḥ
3308,mokṣa,vanauṣadhivargaḥ
3309,muṣkaka,vanauṣadhivargaḥ
3310,tilaka,vanauṣadhivargaḥ
3311,kṣuraka,vanauṣadhivargaḥ
3312,śrīmat,vanauṣadhivargaḥ
3313,picula,vanauṣadhivargaḥ
3314,jhāvuka,vanauṣadhivargaḥ
3315,śrīparṇikā,vanauṣadhivargaḥ
3316,kumudikā,vanauṣadhivargaḥ
3317,kumbhī,vanauṣadhivargaḥ
3318,kaiṭarya,vanauṣadhivargaḥ
3319,kaṭphala,vanauṣadhivargaḥ
3320,kramuka,vanauṣadhivargaḥ
3321,paṭṭikākhya,vanauṣadhivargaḥ
3322,paṭṭī,vanauṣadhivargaḥ
3323,lākṣāprasādana,vanauṣadhivargaḥ
3324,nūda,vanauṣadhivargaḥ
3325,yūpa,vanauṣadhivargaḥ
3326,kramuka,vanauṣadhivargaḥ
3327,brahmaṇya,vanauṣadhivargaḥ
3328,brahmadāru,vanauṣadhivargaḥ
3329,tūla,vanauṣadhivargaḥ
3330,nīpa,vanauṣadhivargaḥ
3331,priyaka,vanauṣadhivargaḥ
3332,kadamba,vanauṣadhivargaḥ
3333,halipriya,vanauṣadhivargaḥ
3334,vīravṛkṣa,vanauṣadhivargaḥ
3335,aruṣkara,vanauṣadhivargaḥ
3336,agnimukhī,vanauṣadhivargaḥ
3337,bhallātakī,vanauṣadhivargaḥ
3338,gardabhāṇḍa,vanauṣadhivargaḥ
3339,kandarāla,vanauṣadhivargaḥ
3340,kapītana,vanauṣadhivargaḥ
3341,supārśvaka,vanauṣadhivargaḥ
3342,plakṣa,vanauṣadhivargaḥ
3343,tintiḍī,vanauṣadhivargaḥ
3344,ciñcā,vanauṣadhivargaḥ
3345,amlikā,vanauṣadhivargaḥ
3346,pītasāraka,vanauṣadhivargaḥ
3347,sarjaka,vanauṣadhivargaḥ
3348,asana,vanauṣadhivargaḥ
3349,bandhūkapuṣpa,vanauṣadhivargaḥ
3350,priyaka,vanauṣadhivargaḥ
3351,jīvaka,vanauṣadhivargaḥ
3352,sāla,vanauṣadhivargaḥ
3353,sarja,vanauṣadhivargaḥ
3354,kārśya,vanauṣadhivargaḥ
3355,aśvakarṇaka,vanauṣadhivargaḥ
3356,sasyasaṃvara,vanauṣadhivargaḥ
3357,nadīsarja,vanauṣadhivargaḥ
3358,vīrataru,vanauṣadhivargaḥ
3359,indradru,vanauṣadhivargaḥ
3360,kakubha,vanauṣadhivargaḥ
3361,arjuna,vanauṣadhivargaḥ
3362,rājādana,vanauṣadhivargaḥ
3363,phalādhyakṣa,vanauṣadhivargaḥ
3364,kṣīrikā,vanauṣadhivargaḥ
3365,iṅgudī,vanauṣadhivargaḥ
3366,tāpasataru,vanauṣadhivargaḥ
3367,bhūrja,vanauṣadhivargaḥ
3368,carmin,vanauṣadhivargaḥ
3369,mṛdutvac,vanauṣadhivargaḥ
3370,picchilā,vanauṣadhivargaḥ
3371,pūraṇī,vanauṣadhivargaḥ
3372,mocā,vanauṣadhivargaḥ
3373,sthirāyus,vanauṣadhivargaḥ
3374,śālmali,vanauṣadhivargaḥ
3375,picchā,vanauṣadhivargaḥ
3376,śālmalīveṣṭa,vanauṣadhivargaḥ
3377,rocana,vanauṣadhivargaḥ
3378,kūṭaśālmali,vanauṣadhivargaḥ
3379,cirabilva,vanauṣadhivargaḥ
3380,naktamāla,vanauṣadhivargaḥ
3381,karaja,vanauṣadhivargaḥ
3382,karañjaka,vanauṣadhivargaḥ
3383,prakīrya,vanauṣadhivargaḥ
3384,pūtikaraja,vanauṣadhivargaḥ
3385,pūtika,vanauṣadhivargaḥ
3386,kalimāraka,vanauṣadhivargaḥ
3387,ṣaḍgranthā,vanauṣadhivargaḥ
3388,markaṭī,vanauṣadhivargaḥ
3389,aṅgāravallarī,vanauṣadhivargaḥ
3390,rohin,vanauṣadhivargaḥ
3391,rohitaka,vanauṣadhivargaḥ
3392,plīhaśatru,vanauṣadhivargaḥ
3393,dāḍimapuṣpaka,vanauṣadhivargaḥ
3394,gāyatrī,vanauṣadhivargaḥ
3395,bālatanaya,vanauṣadhivargaḥ
3396,khadira,vanauṣadhivargaḥ
3397,dantadhāvana,vanauṣadhivargaḥ
3398,arimeda,vanauṣadhivargaḥ
3399,viṭkhadira,vanauṣadhivargaḥ
3400,kadara,vanauṣadhivargaḥ
3401,somavalka,vanauṣadhivargaḥ
3402,vyāghrapuccha,vanauṣadhivargaḥ
3403,gandharvahastaka,vanauṣadhivargaḥ
3404,eraṇḍa,vanauṣadhivargaḥ
3405,urubūka,vanauṣadhivargaḥ
3406,rucaka,vanauṣadhivargaḥ
3407,citraka,vanauṣadhivargaḥ
3408,cañcu,vanauṣadhivargaḥ
3409,pañcāṅgula,vanauṣadhivargaḥ
3410,maṇḍa,vanauṣadhivargaḥ
3411,vardhamāna,vanauṣadhivargaḥ
3412,vyaḍambaka,vanauṣadhivargaḥ
3413,śamīra,vanauṣadhivargaḥ
3414,śamī,vanauṣadhivargaḥ
3415,saktuphalā,vanauṣadhivargaḥ
3416,śivā,vanauṣadhivargaḥ
3417,piṇḍītaka,vanauṣadhivargaḥ
3418,marubaka,vanauṣadhivargaḥ
3419,śvasana,vanauṣadhivargaḥ
3420,karahāṭaka,vanauṣadhivargaḥ
3421,śalya,vanauṣadhivargaḥ
3422,madana,vanauṣadhivargaḥ
3423,śakrapādapa,vanauṣadhivargaḥ
3424,pāribhadraka,vanauṣadhivargaḥ
3425,bhadradāru,vanauṣadhivargaḥ
3426,drukilima,vanauṣadhivargaḥ
3427,pītadāru,vanauṣadhivargaḥ
3428,dāru,vanauṣadhivargaḥ
3429,pūtikāṣṭha,vanauṣadhivargaḥ
3430,devadāru,vanauṣadhivargaḥ
3431,pāṭali,vanauṣadhivargaḥ
3432,pāṭalā,vanauṣadhivargaḥ
3433,amoghā,vanauṣadhivargaḥ
3434,kācasthālī,vanauṣadhivargaḥ
3435,phaleruhā,vanauṣadhivargaḥ
3436,kṛṣṇavṛntā,vanauṣadhivargaḥ
3437,kuberākṣī,vanauṣadhivargaḥ
3438,śyāmā,vanauṣadhivargaḥ
3439,mahilāhvaya,vanauṣadhivargaḥ
3440,latā,vanauṣadhivargaḥ
3441,govandanī,vanauṣadhivargaḥ
3442,gundrā,vanauṣadhivargaḥ
3443,priyaṅgu,vanauṣadhivargaḥ
3444,phalinī,vanauṣadhivargaḥ
3445,phalī,vanauṣadhivargaḥ
3446,viṣvaksenā,vanauṣadhivargaḥ
3447,gandhaphalī,vanauṣadhivargaḥ
3448,kārambhā,vanauṣadhivargaḥ
3449,priyaka,vanauṣadhivargaḥ
3450,maṇḍūkaparṇa,vanauṣadhivargaḥ
3451,patrorṇa,vanauṣadhivargaḥ
3452,naṭa,vanauṣadhivargaḥ
3453,kaṭvaṅga,vanauṣadhivargaḥ
3454,ṭuṇṭuka,vanauṣadhivargaḥ
3455,syonāka,vanauṣadhivargaḥ
3456,śukanāsa,vanauṣadhivargaḥ
3457,ṛkṣa,vanauṣadhivargaḥ
3458,dīrghavṛnta,vanauṣadhivargaḥ
3459,kuṭannaṭa,vanauṣadhivargaḥ
3460,śoṇaka,vanauṣadhivargaḥ
3461,aralu,vanauṣadhivargaḥ
3462,tiṣyaphalā,vanauṣadhivargaḥ
3463,āmalakī,vanauṣadhivargaḥ
3464,amṛtā,vanauṣadhivargaḥ
3465,vayaḥsthā,vanauṣadhivargaḥ
3466,vibhītaka,vanauṣadhivargaḥ
3467,akṣa,vanauṣadhivargaḥ
3468,tuṣa,vanauṣadhivargaḥ
3469,karṣaphala,vanauṣadhivargaḥ
3470,bhūtāvāsa,vanauṣadhivargaḥ
3471,kalidruma,vanauṣadhivargaḥ
3472,abhayā,vanauṣadhivargaḥ
3473,avyathā,vanauṣadhivargaḥ
3474,pathyā,vanauṣadhivargaḥ
3475,kāyasthā,vanauṣadhivargaḥ
3476,pūtanā,vanauṣadhivargaḥ
3477,amṛtā,vanauṣadhivargaḥ
3478,harītakī,vanauṣadhivargaḥ
3479,haimavatī,vanauṣadhivargaḥ
3480,cetakī,vanauṣadhivargaḥ
3481,śreyasī,vanauṣadhivargaḥ
3482,śivā,vanauṣadhivargaḥ
3483,pītadru,vanauṣadhivargaḥ
3484,sarala,vanauṣadhivargaḥ
